loss,insulation_to_air_overall_heat_transfer_coefficient_to_environment,pipe_endcaps_to_air_thermal_conductance,heater_weight_1,heater_weight_2,heater_weight_3,heater_weight_4,fluid_to_steel_pipe_convective_heat_transfer_coefficient,steel_thermal_mass_multiplier,TC1_thermal_resistance,TC2_thermal_resistance,TC3_thermal_resistance,TC4_thermal_resistance,TC5_thermal_resistance
2.704646477358033,1.3613733508973453,0.046224916624426536,0.04233643564131222,0.6599848372698764,0.4480116180759421,0.007962092313654773,1194.6515661535152,2.1703947052768693,28.129313413301414,97.1810904949918,91.60608551471157,57.90696805772799,67.15056955503321
2.5937629163368823,1.3619564174434773,0.06350823239536868,0.040116416238700034,0.658316831062225,0.44715223994640046,0.008134207144147886,1194.6515662360312,2.1709586923157236,28.129313269187076,97.18109073941802,91.60608651523142,57.90696815950651,67.15056985786349
2.478856712356479,1.361728674639558,0.0628248758907673,0.012952226476658835,0.6344455798098573,0.4353788041865357,0.010851067407106771,1194.6515667789274,2.175771468218024,28.129311842618268,97.18108928652904,91.60609436668585,57.90696988508932,67.15057216430199
2.255777925833479,1.3585276090650673,0.0621679142625409,0.04529977672446626,0.5378753906236322,0.34310641002615666,0.07503829971082196,1194.65157290461,2.2205153673991407,28.12929763131857,97.18107239251357,91.60618515204855,57.906986109235085,67.15065783968912
2.068768781457773,1.340407876576492,0.05825918355262976,0.0618700292706611,0.3209040055428267,0.09764063540021783,0.6360805503306832,1194.6515988968358,2.41619439911995,28.129239981690386,97.1809964207024,91.60657874201942,57.907031754814014,67.1512524242643
1.970361855086377,1.3134295435856564,0.05314578183382558,0.06666193835600058,0.3640496747449731,0.5354160147274724,0.3313275668343045,1194.6516323563164,2.7324156719965935,28.1291837576923,97.18086995400566,91.60699799317966,57.90940362937945,67.15131853275923
1.7410111359385325,1.303480148252746,0.051927547122021696,0.03986847861188092,0.4839978996769161,0.4265589256838376,0.27305962409121143,1194.6516363865803,2.7746967565986025,28.129187143785412,97.18084524810216,91.60728756187578,57.909800466019284,67.15134300636132
1.4194369044604258,1.2102823885491476,0.05463136982534156,0.04162943462567323,0.43992823393703273,0.3499626251285225,0.4042055566880838,1194.6516425721904,2.797993814937181,28.12910963855003,97.18054722381473,91.6075770186619,57.9112995797465,67.1517913690953
1.310178424190804,1.1202450922941758,0.05717371104970233,0.04051651519571268,0.41801857137865744,0.30615467267849505,0.4767043858946498,1194.6516322043767,2.8212966342059467,28.12906201688455,97.18029599556915,91.60774135417101,57.91252980653025,67.15222787168076
1.286987322776085,1.0364472901706192,0.06319074531863803,0.036323465769092504,0.41411598895046464,0.26589123938104636,0.5215612159885399,1194.6516196554699,2.764167785738154,28.129018644758183,97.17990366199422,91.60768129754724,57.913894898685875,67.15261917631861
1.250241482838082,0.32230460352948076,0.08054423986096208,0.00989096141930755,0.528640710221067,0.17627113052372884,0.4939965275291833,1194.6515084935918,2.9991683386328503,28.128603638431777,97.17789534899202,91.60874364772532,57.9239784491446,67.15549283502988
1.1984656477593267,0.35765908402692514,0.08115878940815792,0.02851289733696751,0.4796988320833998,0.19849464669728695,0.5143652131199575,1194.6515113406272,3.025532234545735,28.128683019454037,97.17776154038557,91.60888996472441,57.92410040161109,67.15564272513359
1.188304882089306,0.19946189414283502,0.0871346496328306,0.030832004741195258,0.49407119374801167,0.2184925650667573,0.4854802346210507,1194.6514940916218,3.3483421096336063,28.12858275379698,97.177786780834,91.60980551953999,57.92583205971168,67.15626157168954
1.1793861487636996,0.1733654810971038,0.08832249084856862,0.02123153449818585,0.48004201540994823,0.23155481816296386,0.4749009736044179,1194.6514905131482,3.415620030851185,28.128585442721096,97.1777556468666,91.61002879687251,57.926213107798496,67.15641073060003
1.1776127864023944,0.14039597350532323,0.08940344348917938,0.022157981924318643,0.4800383180402611,0.23051556108367652,0.4718362055095811,1194.6514858760288,3.444987421769064,28.12856971415083,97.17769170784277,91.61013293194954,57.92664205439576,67.15654266985216
1.168833619529471,0.11956737208622663,0.09070128265538398,0.02225271829390544,0.47643588789745583,0.24384697411794776,0.48649516554057004,1194.6514808508696,3.4630675568554,28.12858240478607,97.1776042277916,91.6102741151553,57.92700503715135,67.15670797165821
